1||
40|Thank you !  Mok appreciates your good deed and asks me to reward you for your service to the faith.  Meet me inside the tower for your reward.|Спасибо! Мок благодарит вас за доброе дело и просит меня вознаградить вас за службу вере. Я вручу вам награду в башне.
41|====|====
42||
43|The hut is empty.|Хижина пуста.
44|It is good to see you again.  Please, allow me to restore your magical energies.|Рад видеть вас вновь. Пожалуйста, позвольте мне восстановить вашу магическую энергию.
45||
46||
47|The ship is about to break apart under the current...Search?|Корабль вот-вот развалится на части… Обыскать?
48|You find some booty and slip off the ship in the nick of time.  The ship sinks beneath the water behind you.|Вы нашли трофеи и покинули борт в последний момент. Судно скрывается под водой позади вас.
49|Justine{a}{9:125}The Thief|Джастин{a}{9:125}Вор
50|Pssst!  Wanna buy a Castleview pass?  Just 1000 gold.|Пс-с-с! Хотите взять пропуск в Каслвью? Всего 1000 золотых.
51|Falista{a}{9:125}The Unicorn|Фалиста{a}{9:125}Единорог
52|I am glad you found this place.  Without your help, I would be unable to return here to renew my magic and my youth.  Because you have saved my life, I will use my magic to restore yours.|Я рада, что вы отыскали это место. Без вашей помощи я бы не смогла сюда вернуться, чтобы восстановить магическую энергию и помолодеть. Поскольку вы спасли мою жизнь, я воспользуюсь своей магией для восполнения вашей.
53|Castle Kalindra is out of phase and you can not enter it.|Замок Калиндра не в фазе, и вы не можете войти.
54|A note in the bottle reads:  {a}Hello, stranger!  Please come and visit me, Xanthus the Sorcerer.  My tent is 25 West of Castle Blackfang.|В письме из бутылки написано: {a}Здравствуй, странник! Пожалуйста, навести меня, колдуна Зантуса. Моя палатка 25 на запад от замка Блэкфэнг.
55|Help!  I am being held captive in Castle Blackfang!  --Queen Kalindra, ruler of Darkside|Помогите! Я заточена в замке Блэкфэнг! --Королева Калиндра, правитель Тёмной стороны
56|Monga Melon|Дыня Монга
57|Well of Might|Колодец силы
58|The water is cool and refreshing.|Вода прохладная и освежающая.
59|Your muscles swell noticably, and you feel much stronger.  +25 Might.|Ваши мышцы заметно увеличиваются; вы чувствуете себя гораздо сильнее. +25 к силе.
60|Well of Protection|Колодец защиты
61|Your skin itches briefly, but the feeling passes quickly and you find that your skin seems much thicker and stronger.  +10 AC.|Вашу кожу слегка покалывает, но ощущение быстро проходит и вы обнаруживаете, что кожа выглядит куда толще и прочнее. +10 КБ.
62|Enter?|Войти?
63|Luna{a}{9:125}The Druid|Луна{a}{9:125}друид
64|I don't know what I'm going to do.  Somehow the three golden statuettes that must be placed on my altar to give it its magical aura must have been stolen.  You see, I derive all my mental powers of healing from this altar of magical beasts.  It allows me to heal all the animals that come to me with their wounds.  Without the altar's magical aura, I have no powers of healing.  If you could just return the three statuettes, I would reward you with all that I can.  You could start looking for the thief in the Great Southern Tower, rumored to be a hideout for thieves.  I do not have a key, but I have heard that the keeper of the fountain near Venom Pond has one.|Я не знаю, что делать. Кто-то украл три золотые статуэтки, которые должны находиться на моём алтаре, чтобы поддерживать его магическую ауру. Видите ли, я черпаю всю свою силу исцеления из этого алтаря волшебных зверей. Она позволяет мне исцелять всех приходящих раненых животных. Без волшебной ауры алтаря у меня нет силы исцеления. Если вы сможете вернуть три статуэтки, я щедро вас отблагодарю. Можете начать поиски вора в Великой южной башне, которая, по слухам, является пристанищем для воров. У меня нет ключа, но я слышала, что он есть у смотрителя фонтана около пруда Ненависти.
65|I see you haven't found any of the statuettes yet.  Go see the keeper of the fountain near venom pond.  I think he has the key to the Great Southern Tower.  You might find a clue there.|Смотрю, вы не нашли ещё ни одной статуэтки. Наведайтесь к смотрителю фонтана около пруда Ненависти. По-моему, у него есть ключ от Великой южной башни. В ней вы могли бы поискать зацепки.
66|You are truly great adventurers to have found this statuette, but alas, I need all three statuettes before I can return them to their place on the altar.|Вы действительно великие искатели приключений, коль нашли эту статуэтку. Увы, но мне нужны все три, прежде чем я смогу вернуть их на их место на алтаре.
67|You have found all of my statuettes!  Now I can restore the altar's magical aura and regain my powers of healing.  This was no small feat to accomplish and there shall be no small reward.  For you, great adventurers, shall share my powers!  +5 Levels Perm.|Вы нашли все мои статуэтки! Теперь я смогу восстановить магическую ауру алтаря и свою силу исцеления. Совершить такое - немалый подвиг, который достоин немалой награды. Я поделюсь с вами, великими искателями приключений, своей силой! +5 уровней (постоянно).
68|I'm pleased to see you again, friends.  Please come by more often!|Я очень рада вас видеть, друзья. Пожалуйста, заходите чаще!
69|Brother Reger{a}{9:125}the Monk|Брат Регер{a}{9:125}монах
70|There is a word for what the monks of Castleview study.|Это слово, которое изучают монахи Каслвью.
71|What's the word?|Что это за слово?
72|Palindrome|Палиндром
73|Palindromes|Палиндромы
74|Correct.  You are truly a Drawkcab!  +500,000 experience|Верно. Вы истинные Дерепан Модаз!  +500 000 опыта
75|Wrong.  Go visit the monks of Castleview for enlightenment and return to me when you feel you are ready.|Неправильно. Оправляйтесь к монахам в Каслвью для просвещения и возвращайтесь, когда будете чувствовать, что готовы.
76|WRONG!!!  You call yourself a Drawkcab. You know nothing of the Drawkcab! Go to the monks for further enlightenment and return to me when you feel you are ready.|НЕПРАВИЛЬНО!!! Вы называете себя Дерепан Модаз. Но вы ничего не знаете о Дерепан Модаз! Отправляйтесь к монахам для дальнейшего просвещения и возвращайтесь, когда будете чувствовать, что готовы.
77|Pleased to see you, fellow Drawkcabs.|Рад видеть вас, собратья Дерепан Модаз.
78|Enter Castle Kalindra?|Войти в замок Калиндра?
79|====|====
80||
81||
82||
83|Enter Strange Craft?|Войти в странный корабль?
84|Forbidden Zone.  Keep Out!|Запретная зона. Не входить!
85|Fountain of the Elements|Фонтан элементов
86|The water feels good!|Хороша водица!
87|Ambrose{a}{9:125}the Queen's Knight|Амброз{a}{9:125}рыцарь королевы
88|I am the Queen's Knight.  I have a question to ask of thee.|Я рыцарь королевы. У меня есть к вам вопрос.
89|Who sent you?|Кто вас послал?
90|Dimitri|Димитрий
91|I think thou speaks with a forked tongue!|По-моему, ты говоришь не искренне!
92|I'm really busy right now as you can see.  I've captured a griffin in hopes of getting it to let me ride him in a battle against my Queen's captors, but he will have none of it.  Maybe the griffin would submit to being ridden if I had this bridle enchanted by an enchantress.  Trouble is, I cannot take the time to go do it myself, for as you can see I have my hands full with this beast.  I will gladly pay you for your trouble if you take this bridle to an enchantress, have her enchant it, and return to me.|Как видите, я сейчас очень занят. Я поймал грифона в надежде, что оседлав его, у меня получится сразиться с похитителями моей королевы, но он другого мнения. Будь у меня заколдованная волшебницей уздечка, возможно, тогда грифон разрешил бы себя оседлать. Беда в том, что у меня нет возможности сделать это самому, потому что приходится держать эту тварь. Я буду вам весьма благодарен, если вы возьмёте уздечку, зачаруете её у волшебницы и принесёте мне.
93|Please make haste and get my bridle enchanted for me.  Perhaps you can find an enchantress in Sandcaster.|Пожалуйста, поторопитесь и принесите мне зачарованную уздечку. Возможно, вы найдёте волшебницу в Сэндкастере.
94|Thank you for bringing me the enchanted bridle;  I'm sure the griffin will let me ride him now.  Please take this treasure for your services.  Now I must leave, for I have business at Castle Blackfang. +500,000 experience.|Спасибо, что принесли мне зачарованную уздечку. Уверен, теперь грифон позволит себя оседлать. Пожалуйста, примите это сокровище в качестве моей благодарности. Мне нужно спешить, так как у меня много дел в Замке Чёрного Клыка. +500 000 опыта.
95|You are more resistant to the elements.|Вы увеличили сопротивляемость к стихиям.
96|====|====
97||
98|The lava blocks the entrance.|Лава преграждает путь.
99|Enter the Mine?|Войти в шахту?
100|Lamp|Лампа
101|Genie{a}{9:125}of the Lamp|Джин{a}{9:125}из лампы
102|Lucky day!  For freeing me, I will grant you one of the following three wishes:|Счастливый день! За своё освобождение и исполню одно из этих трёх желаний:
103|1) 2 million experience{a}2) 200,000 gold{a}3) 2,000 gems|1) 2 млн. опыта{a}2) 200 000 золотых{a}3) 2 000 самоцветов
104|Genie{a}{9:125}of the Lamp|Джин{a}{9:125}из лампы
105|My powers are low.  I can give you 100,000 gold, but it is all that I have.  Do you want it?|Мои силы истощены. Я могу дать вам 100 000 золотых; это всё, что у меня есть. Возьмёте их?
106|Well here, why don't we share it, since neither of us seem to be greedy.|Вот держите. Почему мне им не поделиться, коль мы, похоже, не жадные.
107|Now that I have my powers back I've decided to teach you not to be so greedy.  I'm taking my gold back, plus interest!|Теперь, когда ко мне вернулась сила, я решил обучить вас, чтобы не показаться слишком жадным. Я заберу своё золото, плюс процент!
108|Forbidden Zone.  Keep Out!|Запретная зона. Не входить!
109|You have discovered a barbarian camp.  Destroy?|Вы обнаружили лагерь варваров. Уничтожить?
110|Smoke rises into the sky as you put the camp to the torch. +50,000 experience.|Дым от сожжённого вами лагеря поднимается в небо. +50 000 опыта.
111|The Portal has been destroyed.|Портал уничтожен.
112|Freeda{a}{9:125}the Mountain Woman|Фрида{a}{9:125}женщина-горец
113|I am Freeda.  My name you have heard and you come to me to learn how to climb mountains.  My lessons are not cheap, and you must pay me 5000 gold in advance.|Я Фрида. Услышав обо мне, вы пришли, чтобы научиться ходить в горы. Мои уроки не дёшевы, поэтому придётся заплатить мне 5000 золотых авансом.
114|Mountaineer|Горец
115|Enter Strange Craft?|Войти в странный корабль?
116|====|====
117||
118||
119||
120|Kramer{a}{9:125}The Caravan Owner|Крамер{a}{9:125}владелец каравана
121|These blasted Ogres are killing my business.  Everytime I try to get a caravan through Ogre Pass they attack it, stealing everything.  Perhaps you could get rid of them for me.  There is a reward.|Эти проклятые огры губят мой бизнес. Каждый раз, когда я пытаюсь провести караван через Перевал огров, они нападают и разграбливают его. Возможно, вы смогли бы избавиться от них. Награду гарантирую!
122|There are still Ogres attacking my caravans.  Please do something!|Огры всё ещё нападают на мои караваны. Пожалуйста, сделайте что-нибудь!
123|Thank you so much for getting rid of the Ogres!  My caravans can now get through the pass safely.  Here--take this gold as a reward. +150,000 experience.|Огромное спасибо за то, что избавили меня от огров! Теперь мои караваны могут безопасно проходить через перевал. Вот - примите это золото в качестве награды. +150 000 опыта.
124|Hector{a}{9:125}the Diamond Gemsmith|Гектор{a}{9:125}алмазный ювелир
125|With 5 diamonds I can make a weapon or piece of armor for you. The cost is 1000 gems.  Do you accept?|Из 5 алмазов я сделаю для вас оружие или элемент брони. Стоимость 1 000 самоцветов. Согласны?
126|What do you prefer?{a}1) A weapon{a}2) Something to wear|Что изволите?{a}1) Оружие{a}2) Что-нибудь из одежды
127|I'm sorry, but you don't have enough diamonds.  Come back when you do!|Извините, но у вас недостаточно алмазов. Возвращайтесь, когда добудете их!
128|Enter Mine?|Войти в шахту?
129|You find a note in the bottle which reads:  {a}Help us!  The witches of Lakeside have taken over the city and are turning the townspeople into monsters!|Внутри бутылки вы нашли записку:{a}Помогите нам! Ведьмы Лэйксайда захватили город и превращают горожан в монстров!
130|You have found a Barbarian camp.  Destroy?|Вы обнаружили лагерь варваров. Уничтожить?
131|Smoke rises into the sky as you put the camp to the torch.  +100,000 experience.|Дым от сожжённого вами лагеря поднимается в небо. +100 000 опыта.
132|No Swimming|Купаться запрещено
133|Danger{a}Beware|Опасно!{a}Будьте осторожны!
134|Vespar{a}{9:125}The Wizard|Веспар{a}{9:125}волшебник
135|I seem to have lost the emerald handle that fits on the end of my magical staff.  It must have loosened and come off on my journey back from visiting Sandcaster.  If you could find it for me it would be much appreciated.|Похоже, я потерял изумрудную головку, которая крепилась на конце моего волшебного посоха. Должно быть, она оторвалась по дороге из Сэндсастера. Если вы её найдёте, я буду вам весьма признателен.
136|You haven't found my staff's emerald handle yet.  Keep searching.  I can reward you.|Вы ещё не нашли мою изумрудную головку от посоха. Продолжайте поиски. Я в накладе не останусь.
137|Oh, Thank you!  You've found the emerald handle.  Without it, I was unable to cast some of my most powerful spells.  To show you how grateful I am, I'll give you this pass to Sandcaster. +200,000 experience.|О, премного благодарен! Вы нашли изумрудную головку. Без неё я не мог наложить некоторые из своих мощнейших заклинаний. Чтобы показать вам свою благодарность, я даю вам этот пропуск в Сэндкастер. +200 000 опыта.
138|Yog{a}{9:125}The Barbarian|Йог{a}{9:125}варвар
139|I am Yog, chief of the Sardaj tribe.  You intrude upon our ancestral lands.  Are you here to do battle with us?|Я Йог, вождь племени Сардай. Вы вторгаться на земли наших предков. Вы здесь, чтобы сражаться с нами?
140|Then you shall not leave these lands alive!|Тогда вы не должны оставаться здесь живыми!
141|We know you as enemies.  You may not have come looking for battle, but you have found it nonetheless!|Мы знаем вас как врагов. Возможно, вы не искали драки, но, всё равно, нашли её!
142|You are welcome among us.  What can we do for you?|Мы рады вас видеть здесь. Что мы можем сделать?
143|1) Do you have any Energy Disks?{a}{a}2) Can you give us anything to help us in our fight against Alamar?|1) У вас есть энергетические диски?{a}{a}2) Можете дать хоть что-нибудь, что поможет нам в борьбе против Аламара?
144|1) Do you have any Energy Disks?|1) У вас есть энергетические диски?
145|We would gladly give energy disks to you if we had them, but the Ogres stole the only ones we owned.|Мы бы с радостью отдали вам энергетические диски, будь они у нас, но огры украли их все.
146|We will fill your packs with food so that your journey will be without hunger.|Мы наполним ваши рюкзаки едой, так что вы не будете голодать во время своего путешествия.
147|We would gladly give energy disks to you if we had them, but the Ogres stole the only ones we owned.|Мы бы с радостью отдали вам энергетические диски, будь они у нас, но огры украли их все.
148|You are welcome among us, friend.|Мы рады вас видеть здесь, друг.
149|Nothing here.|Здесь ничего нет.
150|====|====
151||
152||
153||
154|Troll Hole. Descend?|Яма тролля. Спуститься?
155|Troll Hole. Descend?|Яма тролля. Спуститься?
156|Troll Hole. Descend?|Яма тролля. Спуститься?
157|You find a note that reads:  {a}{a}Beware the rapids!|Вы нашли записку, в которой сказано:  {a}{a}Осторожно, пороги!
158|Monga Melon|Дыня Монга
159|Wishing Well|Колодец Желаний
160|The water is cool and refreshing.|Вода прохладная и освежающая.
161|Fortune smiles upon you.  +100 Luck|Фортуна улыбается вам. +100 к удаче
162|Nibbler{a}{9:125}The Monkeydog|Ниблер{a}{9:125}Обязьянопёс
163|There is nothing in this world that I love more than Monga Melons.  Unfortunately, the best, most sweet tasting Monga Melons grow in the southern region of the meadowlands, which happens to also be the home of the most vicious centipedes.  Please help a poor monkeydog out and bring me some Monga Melons.|Нет ничего в этом мире, что я люблю больше, чем дыни Монга. К сожалению, самые лучшие, самый сладкие дыни Монга растут в южной стороне лугов, где к тому же живут ещё и очень злобные сороконожки. Пожалуйста, помоги бедному обезьянопсу и принеси ему дыни Монга.
164|You didn't bring me any Monga Melons.  I'm practically starving to death and you couldn't even bring me a Monga Melon.  Of all the rotten things to do to a poor monkeydog.|You didn't bring me any Monga Melons.  I'm practically starving to death and you couldn't even bring me a Monga Melon.  Of all the rotten things to do to a poor monkeydog.
165|Well, it's about time!  I practically starved to death waiting for you to return with my Monga Melons.  But now that you have, I can tell you to go visit the dungeon in Sprite Forest.  After you go check it out come back and see me. +10,000 experience.|Ну, с этим мы ещё успеем! Я практически умер от голода в ожидании, пока вы вернётесь с моими дынями Монга. Но теперь, когда они у вас есть, я могу рассказать вам о том, что вы должны сходить в подземелье в Лесу Фей. После того как проверите его, возвращайтесь ко мне. +10 000 опыта
166|Thank you for the Monga Melon!  Yum.  Here's the key I promised you. +10,000 experience.|Спасибо за дыню Монга! Ммм... Вот ключ, который я обещал. +10 000 опыта
167|Hi!  Glad to see you again.  I saved the seeds from the Monga Melons you gave me, and now I'm growing my own!  I won't need you to find me any more melons, now.  (sigh) I love Monga Melons.|Привет! Рад снова видеть вас. Я сохранил семена от дынь Монга, которые вы дали мне, и теперь выращиваю свои собственные! Мне уже не нужно, чтобы вы искали для меня дыни Монга. (вздох) Я люблю дыни Монга.
168|He asked you for the key, didn't he?  Ha!  I knew it.  For another Monga Melon I'll give it to you.|Он попросил у вас ключ, не так ли? Ха! Я знал это. Ещё за одну дыню Монга я дам его вам.
169|Go check out that dungeon.|Сходите и исследуйте то подземелье.
170|====|====
171||
172|Wood Pile|Поленница
173|You have found a Giant's lair.  Destroy?|Вы нашли логово Гиганта. Разрушить?
174|You put your backs into it and tear the place apart.  +50,000 experience.|Вы поднапрягаетесь и разносите это место по кирпичику. +50 000 опыта.
175|Fountain of Energy Resistance|Фонтан защиты от Энергии.
176|The water is cool and refresing.|Вода прохладная и освежающая.
177|Your spine tingles and the hair on the back of your neck stands on end.  You have become resistant to energy.  +50 energy resistance.|Вы чувствуете покалывание в позвоночнике, а волосы на затылке встают дыбом. Вы стали устойчивыми к энергии. +50 сопротивление энергии.
178|====|====
179||
180|Enchanted Boulder|Зачарованный валун
181|The Enchanted Boulder speaks:{a}My first is in apple and also in pear.|Заколдованный валун говорит:{a}Моя первая буква есть в слове помидор и в слове персик.
182|The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после  себя…
183|Enchanted Boulder|Зачарованный валун
184|The Enchanted Boulder speaks:{a}My second is in cave and also in lair.|Заколдованный валун говорит:{a}Моя вторая буква есть в слове голова, но нет в слове логово.
185|The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после  себя…
186|Enchanted Boulder|Зачарованный валун
187|The Enchanted Boulder speaks:{a}What am I?|Зачарованный валун спрашивает:{a}Кто я?
188|Paladin|Паладин
189|Correct! You have solved my riddle.  Please take the magical things that I have left in the care of these enchanted boulders.  Be sure to visit the other boulders for their treasure. +1,000,000 experience.|Верно! Вы отгадали мою загадку. Заберите волшебные вещи, который я оставил за этими заколдованными валунами. Не забудьте посетить остальные валуны, чтобы получить их сокровища. +1 000 000 опыта.
190|Wrong.  You are not a friend!  Go AWAY.|Не верно. Ты не друг! УХОДИ.
191|Lamp|Лампа
192|Genie{a}{9:125}of the Lamp|Джин{a}{9:125}из лампы
193|Lucky day!  For freeing me, I will grant you one of the following three wishes:|Счастливый день! За своё освобождение и исполню одно из этих трёх желаний:
194|1) 500,000 experience{a}2) 10,000 gold{a}3) 500 gems|1) 500 000 опыта{a}2) 10 000 золотых{a}3) 500 самоцветов
195|Shrine of Great Power.{a}Will the party pray?|Святилище Великой силы:{a}Будет ли отряд молиться?
196|Only silence greets your supplications.|Только тишина встречает ваши молитвы.
197|Recognizing the urgency of your quest, the Gods answer your prayers.  +15 levels.|Принимая важность ваших поисков, Боги ответили на ваши молитвы. +15 уровней.
198|SOMEONE in the party got the munchies and ate all the food!|КТО-ТО в отряде повёл себя, как свинья, и сожрал всю еду.
199|====|====
200||
201|Enter Mine?|Войти в шахту?
202|Enter Mine?|Войти в шахту?
203|Enter Mine?|Войти в шахту?
204|Troll Hole. Descend?|Яма тролля. Спуститься?
205|====|====
206||
207|Troll Hole.  Descend?|Яма тролля. Спуститься?
208||
209||
210|Inside the hut you find a basket labeled "Forbidden Fruit".|В хижине вы нашли корзину с надписью "Запретный плод".
211|Apple|Яблоко
212|You feel ill as you bite into the poisonous witch apple.|Вы чувствуете себя плохо, как будто откусили отравленное ведьмой яблоко.
213|Enter the Ancient Temple of Bark?|Войти в Древний храм Барка?
214|Inside the hut you find a basket labeled "Forbidden Fruit".|В хижине вы нашли корзину с надписью "Запретный плод".
215|Pear|Груша
216|+10 Endurance (permanent)|+10 к сложению (постоянно)
217|Yuk! The pear of paralysis.|Тьфу! Это груша паралича.
218|Inside the hut you find a basket labeled "Forbidden Fruit".|В хижине вы нашли корзину с надписью "Запретный плод".
219|Coconut|Кокос
220|You realize that you shouldn't have eaten the coconut of confusion.|Вы понимаете, что зря съели кокос замешательства.
221|Inside the hut you find a basket labeled "Forbidden Fruit".|В хижине вы нашли корзину с надписью "Запретный плод".
222|Plum|Слива
223|+10 Speed (permanent).|+10 к скорости (постоянно)
224|Yuk! The plum of unconsciousness.|Тьфу! Это слива беспамятства.
225|Inside the hut you find a basket labeled "Forbidden Fruit".|В хижине вы нашли корзину с надписью "Запретный плод".
226|Orange|Апельсин
227|+10 Intellect (permanent).|+10 к интеллекту (постоянно).
228|Yuk! The orange of sleepiness.|Тьфу! Это апельсин сонливости.
229|Sharla{a}{9:125}The Sprite|Шарла{a}{9:125}фея
230|I am Sharla, First of the Sprites.  We have a problem.  The Orcs have kidnapped one of our sisters.  Can you help her?|Я Шарла, главная из фей. У нас есть проблема. Орки похитили одну из наших сестёр. Вы сможете помочь ей?
231|1) Certainly.{a}{a}2) Perhaps.  What will you give us in return?{a}{a}3) This is a stick up!  Give us all your gold, gems, and energy disks and no one will get hurt!|1) Конечно.{a}{a}2) Возможно. Что ты дашь нам взамен?{a}{a}3) Это ограбление! Отдайте нам всё золото, драгоценные камни, энергетические диски - и никто не пострадает!
232|Thank you so much!  Go to the Temple of Bark and free her!|Спасибо тебе огромное! Идём в Храм Коры и освободим её!
233|We have two Energy Disks and some gold to give you after you rescue her. Will you try?|У нас есть два энергетических диска и немного золота для того, кто её спасёт. Вы попытаетесь сделать это?
234|1) As long as it's a LOT of gold.{a}{a}2) Sorry, we're just not interested.|1) Если только это МНОГО золота. {a}{a}2) Извините, это нас не интересует.
235|Very well.  Come back if you change your mind.|Ну ладно. Возвращайся, если передумаешь.
236|It is.  Go to the Temple of Bark and free her!|Хорошо. Идём в Храм Коры и освободим её.
237|Sisters, we are under attack!  Stop them!|Сестрички, на нас напали! Остановите их!
238|You have not rescued her yet.  Keep trying.  We think she was taken by the Orcs into the Temple of Bark.|Вы ещё не спасли её. Продолжайте пытаться. Мы думаем, орки держат её в Храме Коры.
239|Thank you!  It is good to see her back.  Here is your reward. +250,000 experience.|Спасибо! Так замечательно лицезреть её возвращение. Вот ваша награда. +250 000 опыта.
240|We are always pleased to see heroes such as yourselves.  You are welcome in our forest.|Мы всегда рады видеть таких героев, как вы. Добро пожаловать в наш лес.
241|In this treehouse there once lived many sprites, but someone murdered the lot of them.  You find two energy disks.|В этом дереве жило много фей, но кто-то убил большинство из них. Вы находите два энергетических диска.
242|====|====
243||
244|Delete me.|Удалить меня.
245|Delete me.|Удалить меня.
246||
247||
248|Wood Pile|Поленница
249||
250||
251|You've come across a Giant's lair.  Destroy?|Вы натолкнулись на логово Гиганта. Разрушить?
252|You put your backs to it and tear the place apart. +50,000 experience.|Вы поднапрягаетесь и разносите это место по кирпичику. +50 000 опыта.
253|Fountain of Might|Фонтан силы
254|The water is cool and refreshing.|Вода прохладная и освежающая.
255|Fantastic Might surges through your body as the water passes your lips.  +100 Might.|Фантастическая Мощь проходит по вашему телу, как вода струится по губам. +100 Силы
256|The pyramid portal has been destroyed.|Пирамидальный портал был разрушен.
257|Bosco{a}{9:125}The Dwarf King|Боско{a}{9:125}король дварфов
258|Recently, my tribal seer told me I will die by imbibing a poison drink.  I fear I will soon die unless I can get the royal Chalice of protection.  I've heard the Chalice protects royalty who drink from it by neutralizing all poison placed within it.  I know the knights of the Northern Tower have it, but my efforts to steal it have been in vain.  I do have the key to the tower, which I'll give you.  If you bring me the Chalice, I will reward you well.|Недавно мой племенной провидец сказал мне, что я умру, выпив яд. Я боюсь, что  скоро это случится, если у меня не будет королевской Чаши защиты. Я слышал, что чаша защищает особ, которые пьют из неё, нейтрализуя весь налитый в неё яд. Я знаю, что у рыцарей Северной Башни есть такая Чаша, но мои усилия выкрасть её были напрасны. У меня есть ключ от башни, который я дам вам. Если вы принесёте мне чашу, я вас хорошо отблагодарю.
259|Please get the Chalice.  I live in fear for my life.|Пожалуйста, достаньте мне Чашу. Я живу в страхе за свою жизнь.
260|Oh, thank the Gods!  You have the Chalice.  For saving my life, I dub thee royal taste tester and give you this treasure. +1,000,000 experience.|О, спасибо Богам! Вы достали Чашу. За спасение моей жизни я назначаю тебя королевским дегустатором и дарую это сокровище. +1 000 000 опыта.
261|Ah, the taste testers!  Please, please, sit down and drink with me for awhile!  My halls will always be open to you.|О, дегустатор! Будь дорб, пожалуйста, присядь и выпей из моего кубка! Мои врата будут всегда открыты для тебя.
262|Gurodel{a}{9:125}The Giant|Гуродель{a}{9:125}великан
