Correct.  You are truly a Drawkcab!  +500,000 experience|Верно. Вы истинные знатоки палиндромов!  +500 000 опыта
Wrong.  Go visit the monks of Castleview for enlightenment and return to me when you feel you are ready.|Неправильно. Оправляйтесь к монахам в Каслвью для просвещения и возвращайтесь, когда будете чувствовать, что готовы.
WRONG!!!  You call yourself a Drawkcab. You know nothing of the Drawkcab! Go to the monks for further enlightenment and return to me when you feel you are ready.|НЕПРАВИЛЬНО!!! Вы называете себя знатоками палиндромов. Вам ничего не известно об этом! Отправляйтесь к монахам для дальнейшего просвещения и возвращайтесь, когда будете чувствовать, что готовы.
Pleased to see you, fellow Drawkcabs.|Рад видеть вас, знатоки палиндромов.
Enter Castle Kalindra?|Войти в замок Калиндра?
====|====
|
|
|
Enter Strange Craft?|Войти в странный корабль?
Forbidden Zone.  Keep Out!|Запретная зона. Не входить!
Fountain of the Elements|Фонтан элементов
The water feels good!|Хороша водица!
Ambrose{a}{9:125}the Queen's Knight|Амброз{a}{9:125}рыцарь королевы
I am the Queen's Knight.  I have a question to ask of thee.|Я рыцарь королевы. У меня есть к вам вопрос.
Who sent you?|Кто вас послал?
Dimitri|Димитрий
I think thou speaks with a forked tongue!|По-моему, ты говоришь не искренне!
I'm really busy right now as you can see.  I've captured a griffin in hopes of getting it to let me ride him in a battle against my Queen's captors, but he will have none of it.  Maybe the griffin would submit to being ridden if I had this bridle enchanted by an enchantress.  Trouble is, I cannot take the time to go do it myself, for as you can see I have my hands full with this beast.  I will gladly pay you for your trouble if you take this bridle to an enchantress, have her enchant it, and return to me.|Как видите, я сейчас очень занят. Я поймал грифона в надежде, что оседлав его, у меня получится сразиться с похитителями моей королевы, но он другого мнения. Будь у меня заколдованная волшебницей уздечка, возможно, тогда грифон разрешил бы себя оседлать. Беда в том, что у меня нет возможности сделать это самому, потому что приходится держать эту тварь. Я буду вам весьма благодарен, если вы возьмёте уздечку, зачаруете её у волшебницы и принесёте мне.
Please make haste and get my bridle enchanted for me.  Perhaps you can find an enchantress in Sandcaster.|Пожалуйста, поторопитесь и принесите мне зачарованную уздечку. Возможно, вы найдёте волшебницу в Сэндкастере.
Thank you for bringing me the enchanted bridle;  I'm sure the griffin will let me ride him now.  Please take this treasure for your services.  Now I must leave, for I have business at Castle Blackfang. +500,000 experience.|Спасибо, что принесли мне зачарованную уздечку. Уверен, теперь грифон позволит себя оседлать. Пожалуйста, примите это сокровище в качестве моей благодарности. Мне нужно спешить, так как у меня много дел в Замке Чёрного Клыка. +500 000 опыта.
You are more resistant to the elements.|Вы увеличили сопротивляемость к стихиям.
====|====
|
The lava blocks the entrance.|Лава преграждает путь.
Enter the Mine?|Войти в шахту?
Lamp|Лампа
Genie{a}{9:125}of the Lamp|Джин{a}{9:125}из лампы
Lucky day!  For freeing me, I will grant you one of the following three wishes:|Счастливый день! За своё освобождение и исполню одно из этих трёх желаний:
1) 2 million experience{a}2) 200,000 gold{a}3) 2,000 gems|1) 2 млн. опыта{a}2) 200 000 золотых{a}3) 2 000 самоцветов
Genie{a}{9:125}of the Lamp|Джин{a}{9:125}из лампы
My powers are low.  I can give you 100,000 gold, but it is all that I have.  Do you want it?|Мои силы истощены. Я могу дать вам 100 000 золотых; это всё, что у меня есть. Возьмёте их?
Well here, why don't we share it, since neither of us seem to be greedy.|Вот держите. Почему мне им не поделиться, коль мы, похоже, не жадные.
Now that I have my powers back I've decided to teach you not to be so greedy.  I'm taking my gold back, plus interest!|Теперь, когда ко мне вернулась сила, я решил обучить вас, чтобы не показаться слишком жадным. Я заберу своё золото, плюс процент!
Forbidden Zone.  Keep Out!|Запретная зона. Не входить!
You have discovered a barbarian camp.  Destroy?|Вы обнаружили лагерь варваров. Уничтожить?
Smoke rises into the sky as you put the camp to the torch. +50,000 experience.|Дым от сожжённого вами лагеря поднимается в небо. +50 000 опыта.
The Portal has been destroyed.|Портал уничтожен.
Freeda{a}{9:125}the Mountain Woman|Фрида{a}{9:125}женщина-горец
I am Freeda.  My name you have heard and you come to me to learn how to climb mountains.  My lessons are not cheap, and you must pay me 5000 gold in advance.|Я Фрида. Услышав обо мне, вы пришли, чтобы научиться ходить в горы. Мои уроки не дёшевы, поэтому придётся заплатить мне 5000 золотых авансом.
Mountaineer|Горец
Enter Strange Craft?|Войти в странный корабль?
====|====
|
|
|
Kramer{a}{9:125}The Caravan Owner|Крамер{a}{9:125}владелец каравана
These blasted Ogres are killing my business.  Everytime I try to get a caravan through Ogre Pass they attack it, stealing everything.  Perhaps you could get rid of them for me.  There is a reward.|Эти проклятые огры губят мой бизнес. Каждый раз, когда я пытаюсь провести караван через Перевал огров, они нападают и разграбливают его. Возможно, вы смогли бы избавиться от них. Награду гарантирую!
There are still Ogres attacking my caravans.  Please do something!|Огры всё ещё нападают на мои караваны. Пожалуйста, сделайте что-нибудь!
Thank you so much for getting rid of the Ogres!  My caravans can now get through the pass safely.  Here--take this gold as a reward. +150,000 experience.|Огромное спасибо за то, что избавили меня от огров! Теперь мои караваны могут безопасно проходить через перевал. Вот - примите это золото в качестве награды. +150 000 опыта.
Hector{a}{9:125}the Diamond Gemsmith|Гектор{a}{9:125}алмазный ювелир
With 5 diamonds I can make a weapon or piece of armor for you. The cost is 1000 gems.  Do you accept?|Из 5 алмазов я сделаю для вас оружие или элемент брони. Стоимость 1 000 самоцветов. Согласны?
What do you prefer?{a}1) A weapon{a}2) Something to wear|Что изволите?{a}1) Оружие{a}2) Что-нибудь из одежды
I'm sorry, but you don't have enough diamonds.  Come back when you do!|Извините, но у вас недостаточно алмазов. Возвращайтесь, когда добудете их!
Enter Mine?|Войти в шахту?
You find a note in the bottle which reads:  {a}Help us!  The witches of Lakeside have taken over the city and are turning the townspeople into monsters!|Внутри бутылки вы нашли записку:{a}Помогите нам! Ведьмы Лэйксайда захватили город и превращают горожан в монстров!
You have found a Barbarian camp.  Destroy?|Вы обнаружили лагерь варваров. Уничтожить?
Smoke rises into the sky as you put the camp to the torch.  +100,000 experience.|Дым от сожжённого вами лагеря поднимается в небо. +100 000 опыта.
No Swimming|Купаться запрещено
Danger{a}Beware|Опасно!{a}Будьте осторожны!
Vespar{a}{9:125}The Wizard|Веспар{a}{9:125}волшебник
I seem to have lost the emerald handle that fits on the end of my magical staff.  It must have loosened and come off on my journey back from visiting Sandcaster.  If you could find it for me it would be much appreciated.|Похоже, я потерял изумрудную головку, которая крепилась на конце моего волшебного посоха. Должно быть, она оторвалась по дороге из Сэндсастера. Если вы её найдёте, я буду вам весьма признателен.
You haven't found my staff's emerald handle yet.  Keep searching.  I can reward you.|Вы ещё не нашли мою изумрудную головку от посоха. Продолжайте поиски. Я в накладе не останусь.
Oh, Thank you!  You've found the emerald handle.  Without it, I was unable to cast some of my most powerful spells.  To show you how grateful I am, I'll give you this pass to Sandcaster. +200,000 experience.|О, премного благодарен! Вы нашли изумрудную головку. Без неё я не мог наложить некоторые из своих мощнейших заклинаний. Чтобы показать вам свою благодарность, я даю вам этот пропуск в Сэндкастер. +200 000 опыта.
Yog{a}{9:125}The Barbarian|Йог{a}{9:125}варвар
I am Yog, chief of the Sardaj tribe.  You intrude upon our ancestral lands.  Are you here to do battle with us?|Я Йог, вождь племени Сардай. Вы вторгаться на земли наших предков. Вы здесь, чтобы сражаться с нами?
Then you shall not leave these lands alive!|Тогда вы не должны оставаться здесь живыми!
We know you as enemies.  You may not have come looking for battle, but you have found it nonetheless!|Мы знаем вас как врагов. Возможно, вы не искали драки, но, всё равно, нашли её!
You are welcome among us.  What can we do for you?|Мы рады вас видеть здесь. Что мы можем сделать?
1) Do you have any Energy Disks?{a}{a}2) Can you give us anything to help us in our fight against Alamar?|1) У вас есть энергетические диски?{a}{a}2) Можете дать хоть что-нибудь, что поможет нам в борьбе против Аламара?
1) Do you have any Energy Disks?|1) У вас есть энергетические диски?
We would gladly give energy disks to you if we had them, but the Ogres stole the only ones we owned.|Мы бы с радостью отдали вам энергетические диски, будь они у нас, но огры украли их все.
We will fill your packs with food so that your journey will be without hunger.|Мы наполним ваши рюкзаки едой, так что вы не будете голодать во время своего путешествия.
We would gladly give energy disks to you if we had them, but the Ogres stole the only ones we owned.|Мы бы с радостью отдали вам энергетические диски, будь они у нас, но огры украли их все.
You are welcome among us, friend.|Мы рады вас видеть здесь, друг.
Nothing here.|Здесь ничего нет.
====|====
|
|
|
Troll Hole. Descend?|Яма тролля. Спуститься?
Troll Hole. Descend?|Яма тролля. Спуститься?
Troll Hole. Descend?|Яма тролля. Спуститься?
You find a note that reads:  {a}{a}Beware the rapids!|Вы нашли записку, в которой сказано:  {a}{a}Осторожно, пороги!
Monga Melon|Пердыня
Wishing Well|Колодец Желаний
The water is cool and refreshing.|Вода прохладная и освежающая.
Fortune smiles upon you.  +100 Luck|Фортуна улыбается вам. +100 к удаче
Nibbler{a}{9:125}The Monkeydog|Ниблер{a}{9:125}Обязьянопёс
There is nothing in this world that I love more than Monga Melons.  Unfortunately, the best, most sweet tasting Monga Melons grow in the southern region of the meadowlands, which happens to also be the home of the most vicious centipedes.  Please help a poor monkeydog out and bring me some Monga Melons.|Нет ничего в этом мире, что я люблю больше, чем ПерДыни. К сожалению, самые лучшие, самый сладкие ПерДыни растут в южной стороне лугов, которая, оказывается, также дом родной для очень злобных сороконожек. Пожалуйста, помоги бедному обезьянопсу и принеси ему ПерДыни.
You didn't bring me any Monga Melons.  I'm practically starving to death and you couldn't even bring me a Monga Melon.  Of all the rotten things to do to a poor monkeydog.|You didn't bring me any Monga Melons.  I'm practically starving to death and you couldn't even bring me a Monga Melon.  Of all the rotten things to do to a poor monkeydog.
Well, it's about time!  I practically starved to death waiting for you to return with my Monga Melons.  But now that you have, I can tell you to go visit the dungeon in Sprite Forest.  After you go check it out come back and see me. +10,000 experience.|Ну, с этим мы ещё успеем! Я практически умер от голода в ожидании, пока вы вернётесь с моими ПерДынями. Но теперь, когда они у вас есть, я могу сказать вам посетить подземелье в Лесу Фей. После того как проверите его, возвращайтесь ко мне. +10 000 опыта
Thank you for the Monga Melon!  Yum.  Here's the key I promised you. +10,000 experience.|Спасибо за ПерДыню! Ммм... Вот ключ, который я обещал. +10 000 опыта
Hi!  Glad to see you again.  I saved the seeds from the Monga Melons you gave me, and now I'm growing my own!  I won't need you to find me any more melons, now.  (sigh) I love Monga Melons.|Привет! Рад снова видеть тебя. Я сохранил семена от ПерДынь, которые ты дал мне, и теперь выращиваю свои собственные! Мне уже не нужно, чтобы ты искал для меня ПерДыни. (вздох) Я люблю ПерДыни.
He asked you for the key, didn't he?  Ha!  I knew it.  For another Monga Melon I'll give it to you.|Он попросил у вас ключ, не так ли? Ха! Я знал это. Ещё за одну ПерДыню я дам его вам.
Go check out that dungeon.|Сходите исследуйте то подземелье.
====|====
|
Wood Pile|Поленница
You have found a Giant's lair.  Destroy?|Вы нашли логово Гиганта. Разрушить?
You put your backs into it and tear the place apart.  +50,000 experience.|Вы поднапрягаетесь и разносите это место по кирпичику. +50 000 опыта.
Fountain of Energy Resistance|Фонтан защиты от Энергии.
The water is cool and refresing.|Вода прохладная и освежающая.
Your spine tingles and the hair on the back of your neck stands on end.  You have become resistant to energy.  +50 energy resistance.|Вы чувствуете покалывание в позвоночнике, а волосы на затылке встают дыбом. Вы стали устойчивыми к энергии. +50 сопротивление энергии.
====|====
|
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}My first is in apple and also in pear.|Заколдованный валун говорит:{a}Моя первая буква есть в слове помидор и в слове персик.
The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после  себя…
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}My second is in cave and also in lair.|Заколдованный валун говорит:{a}Моя вторая буква есть в слове голова, но нет в слове логово.
The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после  себя…
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}What am I?|Зачарованный валун спрашивает:{a}Кто я?
Paladin|Паладин
Correct! You have solved my riddle.  Please take the magical things that I have left in the care of these enchanted boulders.  Be sure to visit the other boulders for their treasure. +1,000,000 experience.|Верно! Вы отгадали мою загадку. Заберите волшебные вещи, который я оставил за этими заколдованными валунами. Не забудьте посетить остальные валуны, чтобы получить их сокровища. +1 000 000 опыта.
Wrong.  You are not a friend!  Go AWAY.|Не верно. Ты не друг! УХОДИ.
Lamp|Лампа
Genie{a}{9:125}of the Lamp|Джин{a}{9:125}из лампы
Lucky day!  For freeing me, I will grant you one of the following three wishes:|Счастливый день! За своё освобождение и исполню одно из этих трёх желаний:
1) 500,000 experience{a}2) 10,000 gold{a}3) 500 gems|1) 500 000 опыта{a}2) 10 000 золотых{a}3) 500 самоцветов
Shrine of Great Power.{a}Will the party pray?|Святилище Великой силы:{a}Будет ли отряд молиться?
Only silence greets your supplications.|Только тишина встречает ваши молитвы.
Recognizing the urgency of your quest, the Gods answer your prayers.  +15 levels.|Принимая важность ваших поисков, Боги ответили на ваши молитвы. +15 уровней.
SOMEONE in the party got the munchies and ate all the food!|КТО-ТО в отряде повёл себя, как свинья, и сожрал всю еду.
====|====
|
Enter Mine?|Войти в шахту?
Enter Mine?|Войти в шахту?
Enter Mine?|Войти в шахту?
Troll Hole. Descend?|Яма тролля. Спуститься?
====|====
|
Troll Hole.  Descend?|Яма тролля. Спуститься?
|
|
"Inside the hut you find a basket labeled ""Forbidden Fruit""."|"В хижине вы нашли корзину с надписью ""Запретный плод""."
Apple|Яблоко
You feel ill as you bite into the poisonous witch apple.|Вы чувствуете себя плохо, как будто откусили отравленное ведьмой яблоко.
Enter the Ancient Temple of Bark?|Войти в Древний храм Барка?
"Inside the hut you find a basket labeled ""Forbidden Fruit""."|"В хижине вы нашли корзину с надписью ""Запретный плод""."
Pear|Груша
+10 Endurance (permanent)|+10 к сложению (постоянно)
Yuk! The pear of paralysis.|Тьфу! Это груша паралича.
"Inside the hut you find a basket labeled ""Forbidden Fruit""."|"В хижине вы нашли корзину с надписью ""Запретный плод""."
Coconut|Кокос
You realize that you shouldn't have eaten the coconut of confusion.|Вы понимаете, что зря съели кокос замешательства.
"Inside the hut you find a basket labeled ""Forbidden Fruit""."|"В хижине вы нашли корзину с надписью ""Запретный плод""."
Plum|Слива
+10 Speed (permanent).|+10 к скорости (постоянно)
Yuk! The plum of unconsciousness.|Тьфу! Это слива беспамятства.
"Inside the hut you find a basket labeled ""Forbidden Fruit""."|"В хижине вы нашли корзину с надписью ""Запретный плод""."
Orange|Апельсин
+10 Intellect (permanent).|+10 к интеллекту (постоянно).
Yuk! The orange of sleepiness.|Тьфу! Это апельсин сонливости.
Sharla{a}{9:125}The Sprite|Шарла{a}{9:125}фея
I am Sharla, First of the Sprites.  We have a problem.  The Orcs have kidnapped one of our sisters.  Can you help her?|Я Шарла, главная из фей. У нас есть проблема. Орки похитили одну из наших сестёр. Вы сможете помочь ей?
1) Certainly.{a}{a}2) Perhaps.  What will you give us in return?{a}{a}3) This is a stick up!  Give us all your gold, gems, and energy disks and no one will get hurt!|1) Конечно.{a}{a}2) Возможно. Что ты дашь нам взамен?{a}{a}3) Это ограбление! Отдайте нам всё золото, драгоценные камни, энергетические диски - и никто не пострадает!
Thank you so much!  Go to the Temple of Bark and free her!|Спасибо тебе огромное! Идём в Храм Коры и освободим её!
We have two Energy Disks and some gold to give you after you rescue her. Will you try?|У нас есть два энергетических диска и немного золота для того, кто её спасёт. Вы попытаетесь сделать это?
1) As long as it's a LOT of gold.{a}{a}2) Sorry, we're just not interested.|1) Если только это МНОГО золота. {a}{a}2) Извините, это нас не интересует.
Very well.  Come back if you change your mind.|Ну ладно. Возвращайся, если передумаешь.
It is.  Go to the Temple of Bark and free her!|Хорошо. Идём в Храм Коры и освободим её.
Sisters, we are under attack!  Stop them!|Сестрички, на нас напали! Остановите их!
You have not rescued her yet.  Keep trying.  We think she was taken by the Orcs into the Temple of Bark.|Вы ещё не спасли её. Продолжайте пытаться. Мы думаем, орки держат её в Храме Коры.
Thank you!  It is good to see her back.  Here is your reward. +250,000 experience.|Спасибо! Так замечательно лицезреть её возвращение. Вот ваша награда. +250 000 опыта.
We are always pleased to see heroes such as yourselves.  You are welcome in our forest.|Мы всегда рады видеть таких героев, как вы. Добро пожаловать в наш лес.
In this treehouse there once lived many sprites, but someone murdered the lot of them.  You find two energy disks.|В этом дереве жило много фей, но кто-то убил большинство из них. Вы находите два энергетических диска.
====|====
|
Delete me.|Удалить меня.
Delete me.|Удалить меня.
|
|
Wood Pile|Поленница
|
|
You've come across a Giant's lair.  Destroy?|Вы натолкнулись на логово Гиганта. Разрушить?
You put your backs to it and tear the place apart. +50,000 experience.|Вы поднапрягаетесь и разносите это место по кирпичику. +50 000 опыта.
Fountain of Might|Фонтан силы
The water is cool and refreshing.|Вода прохладная и освежающая.
Fantastic Might surges through your body as the water passes your lips.  +100 Might.|Фантастическая Мощь проходит по вашему телу, как вода струится по губам. +100 Силы
The pyramid portal has been destroyed.|Пирамидальный портал был разрушен.
Bosco{a}{9:125}The Dwarf King|Боско{a}{9:125}король дварфов
Recently, my tribal seer told me I will die by imbibing a poison drink.  I fear I will soon die unless I can get the royal Chalice of protection.  I've heard the Chalice protects royalty who drink from it by neutralizing all poison placed within it.  I know the knights of the Northern Tower have it, but my efforts to steal it have been in vain.  I do have the key to the tower, which I'll give you.  If you bring me the Chalice, I will reward you well.|Недавно мой племенной провидец сказал мне, что я умру, выпив яд. Я боюсь, что  скоро это случится, если у меня не будет королевской Чаши защиты. Я слышал, что чаша защищает особ, которые пьют из неё, нейтрализуя весь налитый в неё яд. Я знаю, что у рыцарей Северной Башни есть такая Чаша, но мои усилия выкрасть её были напрасны. У меня есть ключ от башни, который я дам вам. Если вы принесёте мне чашу, я вас хорошо отблагодарю.
Please get the Chalice.  I live in fear for my life.|Пожалуйста, достаньте мне Чашу. Я живу в страхе за свою жизнь.
Oh, thank the Gods!  You have the Chalice.  For saving my life, I dub thee royal taste tester and give you this treasure. +1,000,000 experience.|О, спасибо Богам! Вы достали Чашу. За спасение моей жизни я назначаю тебя королевским дегустатором и дарую это сокровище. +1 000 000 опыта.
Ah, the taste testers!  Please, please, sit down and drink with me for awhile!  My halls will always be open to you.|О, дегустатор! Будь дорб, пожалуйста, присядь и выпей из моего кубка! Мои врата будут всегда открыты для тебя.
Gurodel{a}{9:125}The Giant|Гуродель{a}{9:125}великан
Greetings, little ones.  We are happy to make your acquaintance.  I am Gurodel, King of the People.|Привет, малыши. Мы рады познакомиться с вами. Я Гуродель, царь людей.
1) Greetings, large ones.  We hope that our relationship will be mutually beneficial.{a}{a}2) As representatives of the Dragon Pharoah, we ask your cooperation in our fight against Alamar.{a}{a}3) We are powerful and demand tribute.  Give us 100,000 gold.|1) Приветствуем вас, великаны. Мы на взаимовыгодное сотрудничество{a}{a}2) Как заверил нас Дракон-фараон, мы просим вас о помощи в борьбе против Аламара.{a}{a}3) Мы сильны и требуем дань. Дайте нам 100 000 золотых.
We see no reason why that should not be.  How may we help you?|Мы не видим причин отказать вам. Как мы можем помочь?
