1||
97|Shrine of Energy at A1,7,6 adds 50 to temporary energy resistance.{a}|Святыня энергии на A1,7,6 временно дарует 50 к сопротивляемости энергии.{a}
98|Elemental Shrine at E3,9,14 adds 20 to temporary elemental resistance.{a}|Святыня стихий на E3,9,14 временно дарует 20 к сопротивляемости стихиям.{a}
99|Well of Might at D2,3,8 adds 20 to temporary Might.{a}|Колодец силы на D2,3,8 временно дарует 20 к Силе.{a}
100|Well of Intellect at B3,15,4 adds 50 to temporary Intellect.{a}|Колодец интеллекта на B3,15,4 временно дарует 50 к Интеллекту.{a}
101|Well of Personality at C3,0,0 adds 50 to temporary Personality.{a}|Колодец силы духа на C3,0,0 временно дарует 50 к Силе духа.{a}
102|Well of Endurance at C1,2,4 adds 50 to temporary Endurance.{a}|Колодец выносливости на C1,2,4 временно дарует 50 к Выносливости.{a}
103|Well of Speed at E2,3,4 adds 50 to temporary Speed.{a}|Колодец скорости на E2,3,4 временно дарует 50 к Скорости.{a}
104|Well of Accuracy at B3,0,4 adds 50 to temporary Accuracy.{a}|Колодец точности на B3,0,4 временно дарует 50 к Точности.{a}
105|Wishing Well at F3,1,7 adds 60 to temporary Luck.{a}|Колодец желаний на F3,1,7 временно дарует 60 к Удаче.{a}
106|Olympian Fountain at C3,15,10 adds 10 to temporary physical statistics.{a}|Олимпийский фонтан на C3,15,10 временно дарует 10 к физическим показателям.{a}
107|Sage's Fountain at D3,8,9 adds 20 to temporary mental statistics.{a}|Фонтан мудреца на D3,8,9 временно дарует 20 к ментальным показателям.{a}
108|Waters of Power at F3,7,7 add 25 to temporary Hit Points.{a}|Воды могущества на F3,7,7 временно даруют 25 очков здоровья.{a}
109|Waters of Great Power at A1,4,12 add 250 temporary Hit Points.{a}|Воды великого могущества на A1,4,12 временно даруют 250 очков здоровья.{a}
110|Waters of Magic at E3,8,6 add 25 temporary Spell Points.{a}|Воды магии на E3,8,6 временно даруют 25 очков маны.{a}
111|Waters of Great Magic at A4,3,3 add 250 temporary Spell Points.{a}|Воды великой магии на A4,3,3 временно даруют 250 очков магии.{a}
112|Fountain of Protection at F3,12,12 adds 5 to temporary Armor Class.{a}|Фонтан защиты на F3,12,12 временно дарует 5 к классу брони.{a}
113|Fountain of Great Protection at A3,3,14 adds 30 to temporary Armor Class.{a}|Фонтан великой защиты на A3,3,14 временно дарует 30 к классу брони.{a}
114|Fountain of Ability at F3,0,1 adds 5 to temporary level.{a}|Фонтан умения на F3,0,1 временно дарует 5 уровней.{a}
115|The Prayermaster skill is sold at A2,6,13 for 10,000 gold.{a}|Навык Магистра молитвы продаётся на A2,6,13 за 10.000 золотых.{a}
116|The Spot Secret Doors skill is sold at E3,11,12 for 500 gold.{a}|Навык обнаружения скрытых дверей продаётся на E3,11,12 за 500 золотых.{a}
117|The Merchant skill is sold at D2,14,2 for 6,000 gold.{a}|Навык Торговца продаётся на D2,14,2 за 6.000 золотых.{a}
118|Turning the seasons by visiting the druids at B2,10,1 (Summer), C2,15,9 (Autumn), A3,6,1 (Winter), and D3,3,14(Spring) will remove all unnatural aging.{a}|Смена времени года при посещении друидов на B2,10,1 (лето), C2,15,9 (осень), A3,6,1 (зима), и D3,3,14 (весна) уберёт неестественный возраст.{a}
119|====|====
120||
121|{c:04} * {c:d}Slay the king of the Mad Dwarf Clan and report back to Mayor Gunther (Vertigo,14,5).|{c:04} * {c:d}Убейте короля клана Безумных дворфов и доложите об этом мэру Гюнтеру (Вертиго,14,5).
122|{c:04} * {c:d}Gather Phirna roots for Myra the Herbalist (F3,9,11) for use in antidote potions.|{c:04} * {c:d}Принесите корень фирны травнице Майре (F3,9,11) для приготовления противоядий.
123|{c:04} * {c:d}Free Celia from the clutches of the zombies in the forest and return her to Derek (F3,4,5).|{c:04} * {c:d}Вырвите Селию из лап зомби, что обитают в лесу, и сопроводите её к Дереку (F3,4,5).
124|{c:04} * {c:d}Retrieve the Alacorn of Falista from the Witch's Tower and return it to Valia (F4,9,3).|{c:04} * {c:d}Заберите рог Фалисты из Ведьминой башни и верните его Валии (F4,9,3).
125|{c:04} * {c:d}Find Orothin's bone whistle and return it to him (F3,9,6).|{c:04} * {c:d}Найдите и верните Орофину (F3,9,6) его костяной свисток.
126|{c:04} * {c:d}Find Ligono's skull and return it to him (D3,12,8) so he may rest in peace.|{c:04} * {c:d}Найдите и верните Лигоно (D3,12,8) его череп, чтобы он мог наконец упокоиться с миром.
127|{c:04} * {c:d}Get Barok's pendant from the sorceress' of Rivercity and return it to Barok (Rivercity,25,20).|{c:04} * {c:d}Заберите магический кулон у волшебниц Риверсити и верните его Бароку (Риверсити,25,20).
128|{c:04} * {c:d}Get Princess Roxanne's tiara from the Robbers of Rivercity and return it to Princess Roxanne (Castle Burlock,level 3,2,11)|{c:04} * {c:d}Отберите у грабителей Риверсити диадему принцессы Роксаны и верните её законной владелице (замок Барлок, уровень 3,2,11).
129|{c:04} * {c:d}Return the Scarab of Imaging to Carlawna (C2,10,6).|{c:04} * {c:d}Верните Карлавн (С2,10,6) её амулет-скарабей Воплощения.
130|{c:04} * {c:d}Return the Crystals of Piezoelectricity to Falagar (C2,8,11).|{c:04} * {c:d}Верните Фалагару (C2,8,11) его кристаллы Пьезоэлектричества.
131|{c:04} * {c:d}Steal the Elixir of Restoration from the Yak Temple and give it to Mirabeth (D4,12,3).|{c:04} * {c:d}Выкрадите эликсир Восстановления из храма Яка и принесите его Мирабет (D4,12,3).
132|{c:04} * {c:d}Find the Faery Wand and return it to Danulf (C3,14,5).|{c:04} * {c:d}Найдите Жезл фей и верните его Данульфу (C3,14,15).
133|{c:04} * {c:d}Find the Holy Book of Elvenkind and return it to Tito (C3,3,8).|{c:04} * {c:d}Найдите Священную Книгу Эльфов и верните её Тито (C3,3,8).
134|{c:04} * {c:d}Destroy the Lair of the Trolls and return to Thickbark (B3,6,3) for your reward.|{c:04} * {c:d}Уничтожьте логово троллей и возвращайтесь к Толстокору (B3,6,3) за наградой.
135|{c:04} * {c:d}Destroy the Lair of the Ogres and return to Captain Nystor (C2,9,1) for your reward.|{c:04} * {c:d}Уничтожьте логово огров и возвращайтесь за наградой к капитану Найстору (C2,9,1).
136|{c:04} * {c:d}Reclaim Kai Wu's Pagoda from the Ninja Clan (A3,15,12).|{c:04} * {c:d}Очистите пагоду Кая Ву (A3,15,12) от клана ниндзя.
137|{c:04} * {c:d}Slay the monsters of the lake and return to Medin (C3,12,13).|{c:04} * {c:d}Убейте морских чудовищ и возвращайтесь к Медину (C3,12,13).
138|{c:04} * {c:d}Save Winterkill from it's curse and return to Randon (Winterkill,8,13).|{c:04} * {c:d}Избавьте Винтеркилл от насланного на него проклятия и возвращайтесь к Рэндону (Винтеркилл,8,13).
139|{c:04} * {c:d}Destroy the lair of the Cyclops and return to Glom (A3,10,0) for your reward.|{c:04} * {c:d}Разрушьте логово циклопов и возвращайтесь к Глому (A3,10,0) за своим вознаграждением.
140|{c:04} * {c:d}Find the Everhot Lava Rock and give it to Halon (B3,9,6).|{c:04} * {c:d}Найдите Вечно горячий кусок пемзы и принесите его Халону (B3,9,6).
141|{c:04} * {c:d}Retrieve the Scroll of Insight from Castle Basenji and return it to Arie (A1,11,5).|{c:04} * {c:d}Заберите Cвиток Мудрости из замка Базенджи и верните его Арию (A1,11,5).
142|{c:04} * {c:d}Free Crodo from the clutches of the evil wizard Darzog and return to Artemus (Castle Burlock,1,4).|{c:04} * {c:d}Освободите Кродо из башни злого чародея Дарзога и возвращайтесь к Артемусу (замок Барлок,1,4).
143|{c:04} * {c:d}Climb Darzog's Tower, gain entrance to Castle Xeen, slay Lord Xeen, and save the world.|{c:04} * {c:d}Взберитесь на башню Дарзога, получите пропуск в Замок Ксин, сразите Лорда Ксина и спасите мир.
144|{c:04} * {c:d}Find the 6th mirror and return to King Burlock (Castle Burlock,8,1).|{c:04} * {c:d}Найдите 6-е зеркало и верните его королю Барлоку (замок Барлок,8,1).
145|{c:04} * {c:d}Take the Last Flower of Summer to the Autumn Druid so that Autumn may begin.|{c:04} * {c:d}Принесите друиду Осени Последний цветок лета, чтобы осень смогла вступить в свои права.
146|{c:04} * {c:d}Take the Last Fallen leaf of Autumn to the Winter Druid so that Winter may begin.|{c:04} * {c:d}Принесите друиду Зимы Последний опавший лист осени, чтобы зима смогла вступить в свои права.
147|{c:04} * {c:d}Take the Last Snowflake of Winter to the Spring Druid so that Spring may begin.|{c:04} * {c:d}Принесите друиду Весны Последнюю снежинку зимы, чтобы весна смогла вступить в свои права.
148|{c:04} * {c:d}Take the Last Raindrop of Spring to the Summer Druid so that Summer may begin.|{c:04} * {c:d}Принесите друиду Лета Последнюю дождевую капельку весны, чтобы лето смогло вступить в свои права.
149|{c:04} * {c:d}Rid Vertigo of the plague of pests and report back to Mayor Gunther (Vertigo,14,5).|{c:04} * {c:d}Избавьте Вертиго от нашествия паразитов и доложите об этом мэру Гюнтеру (Вертиго,14,5).
150|{c:04} * {c:d}Find the key to the Western Tower and return it to Dreyfus at A3,8,10.|{c:04} * {c:d}Отыщие ключ в Западную башню и верните его Дрейфусу на A3,8,10.
151|{c:04} * {c:d}Collect rubies from the gemstone mines and bring them to the Ruby Smith at A3,12,14 for magic weapons and armor.|{c:04} * {c:d}Соберите рубины в самоцветных шахтах и принесите их Кузнецу по рубинам на A3,12,14 для магических оружия и брони.
152|{c:04} * {c:d}Collect emeralds from the gemstone mines and bring them to the Emerald Smith at A3,13,12 for magic weapons and armor.|{c:04} * {c:d}Соберите изумруды в самоцветных шахтах и принесите их Кузнецу по изумрудам на A3,13,12 для магических оружия и брони.
153|{c:04} * {c:d}Collect Sapphires from the gemstone mines and bring them to the Sapphire Smith at A3,15,11 for magic weapons and armor.|{c:04} * {c:d}Соберите сапфиры в самоцветных шахтах и принесите их Кузнецу по сапфирам на A3,15,11 для магических оружия и брони.
154|{c:04} * {c:d}Collect Diamonds from the gemstone mines and bring them to the Diamond Smith at B3,1,12 for magic weapons and armor.|{c:04} * {c:d}Соберите алмазы в самоцветных шахтах и принесите их Кузнецу по алмазам на B3,1,12 для магических оружия и брони.
155|{c:04} * {c:d}Find the three golden statuettes and return them to Luna at A4,13,15 to restore her powers of healing.|{c:04} * {c:d}Найдите три золотых статуэтки и верните их Луне на A4,13,15 для восстановления её целебных сил.
156|{c:04} * {c:d}Get an enchantress to enchant Ambrose's bridle and return to him at B1,12,5.|{c:04} * {c:d}Найдите чародейку для зачарования узды Эмброуза и вернитесь к нему на B1,12,5.
157|{c:04} * {c:d}Destroy the Ogres near Ogre Pass and return to Kramer with the good news at B3,11,4.|{c:04} * {c:d}Расправьтесь с людоедами близ Перевала людоеда и вернитесь к Крамеру с хорошими новостями на B3,11,4.
158|{c:04} * {c:d}Find Vespar's emerald handle and return it to him at B3,7,1.|{c:04} * {c:d}Отыщите изумрудную головку Веспара и верните её ему на B3,7,1.
159|{c:04} * {c:d}Bring Monga Melons to Nibbler at B4,3,12.|{c:04} * {c:d}Принесите ПерДыни Нибблеру на B4,3,12.
160|{c:04} * {c:d}Rescue the Sprite captured by the Orcs and return with the good news to C4,1,7.|{c:04} * {c:d}Вызволите фею, пленённую орками и вернитесь с хорошими новостями на C4,1,7.
161|{c:04} * {c:d}Find the Chalice of Protection and bring it to Bosco at D1,1,8.|{c:04} * {c:d}Найдите Чашу защиты и принесите её Боско на D1,1,8.
162|{c:04} * {c:d}Find Ector's ring and return it to him at E2,3,12.|{c:04} * {c:d}Отыщите кольцо Эктора и верните его ему на E2,3,12.
163|{c:04} * {c:d}Find Caleb's magnifying glass and return it to him at E3,13,13.|{c:04} * {c:d}Найдите увеличительное стекло Калеба и верните его ему на E3,13,13.
164|{c:04} * {c:d}Find the Jewel of Ages and return it to Thaddeus at F4,6,7.|{c:04} * {c:d}Найдите Алмаз Вечности и верните его Тадеусу на F4,6,7.
165|{c:04} * {c:d}Stop Gettlewaith the gremlin from sabotaging the town and report back to Mayor Snarfblad in Castleview at 23,27.|{c:04} * {c:d}Заставьте гремлина Джетлуэйтзи прекратить саботаж в 
городе и доложите Мэру Снарфблад в Каслвью на  23,27.
166|{c:04} * {c:d}Release Jethro's brother from jail and return to Jethro with the good news in Castleview at 22,24.|{c:04} * {c:d}Освободите брата Джетро из тюрьмы и вернитесь к Джетро с хорошими новостями в Каслвью на 22,24.
167|{c:04} * {c:d}Find and return Nadia's onyx necklace in Castleview at 27,19.|{c:04} * {c:d}Найти и вернуть ониксовое ожерелье Нади из Каслвью
на 27,19.
168|{c:04} * {c:d}Put an end to Xenoc and Morgana's reign of terror and report back to Astra in Sandcaster at 20,14.|{c:04} * {c:d}Положите конец террору Ксенока и Морганы и доложите Астре в Сандкастер 20,14.
169|{c:04} * {c:d}Find Sandro's heart and return it to him in Necropolis at 10,8.|{c:04} * {c:d}Найдите сердце Сандро и верните его ему в Некрополис на 10,8.
170|{c:04} * {c:d}Save Queen Kalindra!|{c:04} * {c:d}Спасите королеву Калиндру!
171|{c:04} * {c:d}Talk to Ambrose, the Queens Knight, in Griffin Pass.|{c:04} * {c:d}Поговорите с Эмброузом, рыцарем королевы, на перевале Гриффона
172|{c:04} * {c:d}Find the Songbird of Serenity and return to Megan in Castle Kalindra level 2 at 11,15 with the good news.|{c:04} * {c:d}Найдите Птицу Спокойствия и верните ее Меган в замок Калиндры уровень  2 на 11,15 с хорошими новостями.
173|{c:04} * {c:d}Find energy disks and bring them to Ellinger.|{c:04} * {c:d}Найдите энергетические диски и принесите их Эллингеру.
174|{c:04} * {c:d}Find a Dragon Egg and bring it to Alister in the Dragon Tower, level 1, at 6,5 for a BIG reward!|{c:04} * {c:d}Найдите Яйцо Дракона и принесите его Алистеру в башню Дракона уровень 1, на 6,5 за БОЛЬШУЮ награду!
175|0|0
176|0|0
177|{c:04} * {c:d}Electricity resistance +50 at D3,15,4.|{c:04} * {c:d}Защита от Грома +50 в D3,15,4.
178|{c:04} * {c:d}Cold resistance +50 at A4,12,14.|{c:04} * {c:d}Защита от Холода +50 в A4,12,14.
179|{c:04} * {c:d}Poison resistance +50 at F3,14,6.|{c:04} * {c:d}Защита от Яда +50 в F3,14,6.
180|{c:04} * {c:d}Magic resistance +50 at C3,15,0|{c:04} * {c:d}Защита от Магии +50 в C3,15,0
181|{c:04} * {c:d}Energy resistance +50 at A1,7,6.|{c:04} * {c:d}Защита от Энергии +50 в A1,7,6.
182|{c:04} * {c:d}Elemental resistance +20 at E3,9,14.|{c:04} * {c:d}Защита от Стихий +20 в E3,9,14.
183|{c:04} * {c:d}Might +50 at D2,3,8|{c:04} * {c:d}Сила +50 в D2,3,8.
184|{c:04} * {c:d}Intellect +50 at B3,15,4.|{c:04} * {c:d}Интеллект +50 в B3,15,4.
185|{c:04} * {c:d}Personality +50 at C3,0,0.|{c:04} * {c:d}Сила духа +50 в C3,0,0.
186|{c:04} * {c:d}Endurance +50 at C1,2,4.|{c:04} * {c:d}Сложение +50 в C1,2,4.
187|{c:04} * {c:d}Speed +50 at E2,3,4.|{c:04} * {c:d}Скорость +50 в E2,3,4.
188|{c:04} * {c:d}Accuracy +50 at B3,0,3.|{c:04} * {c:d}Меткость +50 в B3,0,3.
189|{c:04} * {c:d}Luck +60 at F3,1,7.|{c:04} * {c:d}Удача +60 в F3,1,7.
190|{c:04} * {c:d}Physical statistics +10 at C3,15,10.|{c:04} * {c:d}Физические показатели +10 в C3,15,10.
191|{c:04} * {c:d}Mental statistics +10 at D3,8,9.|{c:04} * {c:d}Умственные показатели +10 в D3,8,9.
192|{c:04} * {c:d}Hit Points +25 at F3,7,7.|{c:04} * {c:d}Здоровье +25 в F3,7,7.
193|{c:04} * {c:d}Hit Points +250 at A1,4,12.|{c:04} * {c:d}Здоровье +250 в A1,4,12.
194|{c:04} * {c:d}Spell Points +25 at E3,8,6.|{c:04} * {c:d}Очки магии +25 в E3,8,6.
195|{c:04} * {c:d}Spell Points +250 at A4,3,3.|{c:04} * {c:d}Очки магии +250 в A4,3,3.
196|{c:04} * {c:d}Armor Class +5 at F3,12,12.|{c:04} * {c:d}Класс защиты +5 в F3,12,12.
197|{c:04} * {c:d}Armor Class +30 at A3,3,14.|{c:04} * {c:d}Класс защиты +30 в A3,3,14.
198|{c:04} * {c:d}Level +5 at F3,0,1.|{c:04} * {c:d}Уровень +5 в F3,0,1.
199|{c:04} * {c:d}Hit Points restored at Vertigo,14,17.|{c:04} * {c:d}Здоровье восстанавливается в Вертиго,14,17.
200|{c:04} * {c:d}Level +10 at Nightshadow,7,7.|{c:04} * {c:d}Уровень +10 в Найтшэдоу,7,7.
201|{c:04} * {c:d}Spell Points +100 at Rivercity,14,18.|{c:04} * {c:d}Очки магии +100 в Риверсити,14,18.
202|{c:04} * {c:d}Hit Points +100 at Asp,8,3.|{c:04} * {c:d}Здоровье +100 в Эспе,8,3.
203|{c:04} * {c:d}Might +50 at Winterkill,6,11.|{c:04} * {c:d}Сила +50 в Винтеркилле,6,11.
204|{c:04} * {c:d}Turning the seasons by visiting the druids at B2,1,10 (Summer), C2,15,9 (Autumn), A3,6,1 (Winter), and E3,3,14(Spring) will remove all unnatural aging.|{c:04} * {c:d}Вы сможете вернуть себе свой реальный возраст, если смените времена года, посетив друидов в B2,1,10 (Лето), C2,15,9 (Осень), A3,6,1 (Зима), и E3,3,14 (Весна).
205|{c:04} * {c:d}Sphinx dungeon, level 1,7,15 password "golux"|{c:04} * {c:d}Подземелье Сфинкса, уровень 1,7,15 пароль "голус"
206|{c:04} * {c:d}Castle Basenji, level 2,9,15 password "there wolf"|{c:04} * {c:d}Замок Базенджи, уровень 2,9,15 пароль "волк лакает"
207|{c:04} * {c:d}Witch's Tower, level 4,10,6 password "rosebud"|{c:04} * {c:d}Ведьмина башня, уровень 4,10,6 пароль "роза"
208|{c:04} * {c:d}Vertigo|{c:04} * {c:d}Вертиго
209|{c:04} * {c:d}Nightshadow|{c:04} * {c:d}Найтшэдоу
210|{c:04} * {c:d}Rivercity|{c:04} * {c:d}Риверсити
211|{c:04} * {c:d}Asp|{c:04} * {c:d}Эсп
212|{c:04} * {c:d}Winterkill|{c:04} * {c:d}Винтеркилл
213|{c:04} * {c:d}Warzone|{c:04} * {c:d}Арена
214|{c:04} * {c:d}Mine 1, Mine 2, Mine 3, Mine 4, Mine 5|{c:04} * {c:d}Шахта 1, Шахта 2, Шахта 3, Шахта 4, Шахта 5
215|{c:04} * {c:d}Deep Mine A----|{c:04} * {c:d}Глубокая шахта А----
216|{c:04} * {c:d}Deep Mine -L---|{c:04} * {c:d}Глубокая шахта -л---
217|{c:04} * {c:d}Deep Mine --P--|{c:04} * {c:d}Глубокая шахта --ь--
218|{c:04} * {c:d}Deep Mine ---H-|{c:04} * {c:d}Глубокая шахта ---ф-
219|{c:04} * {c:d}Deep Mine ----A|{c:04} * {c:d}Глубокая шахта ----а
220|{c:04} * {c:d}Deep Mine Alpha|{c:04} * {c:d}Глубокая шахта Альфа
221|{c:04} * {c:d}Deep Mine Theta|{c:04} * {c:d}Глубокая шахта Тета
222|{c:04} * {c:d}Deep Mine Kappa|{c:04} * {c:d}Глубокая шахта Каппа
223|{c:04} * {c:d}Deep Mine Omega|{c:04} * {c:d}Глубокая шахта Омега
224|{c:04} * {c:d}Fire resistance +50 at E2,13,3.|{c:04} * {c:d}Защита от Огня +50 в E2,13,3.
225|{c:04} * {c:d}Golem, Terror, and Yak it's told{a}have credits for King to hold.|{c:04} * {c:d}Големы, Як и Ужас, если верить молве{a}Монеты короля всегда имеют при себе.
226|{c:04} * {c:d}The Clerics of Yak you must outwit{a}Taxman then must have his bit.|{c:04} * {c:d}Клириков Яка надуть вам лишь стоит{a}и тогда долг свой дворецкий исполнит.
227|{c:04} * {c:d}Five for your keep is not too dear{a}since Taxman gives stone to fear.|{c:04} * {c:d}Пять лишь монет небольшая утрата{a}если дворецкий даст камень от страха.
228|{c:04} * {c:d}Conquer terror and then you'll see{a}illusion holds Magic's key.|{c:04} * {c:d}К магии ключ за иллюзией спрятан{a}Страх одолейте - и он уже рядом.
229|{c:04} * {c:d}Five more will raise your castle's walls{a}Taxman opens Golem's halls.|{c:04} * {c:d}На стен возведенье монет пять потратьте{a}и к големским залам проход получайте.
230|{c:04} * {c:d}Highest magic holds solution{a}Darzog's dark convolution.|{c:04} * {c:d}В магии высшей ключ надо искать{a}если пред Дарзогом хочешь предстать.
231|{c:04} * {c:d}A secret room in tower drear{a}holds the land's lost overseer.|{c:04} * {c:d}В тайной комнате башни, исполнен тревоги{a}Ждёт смотритель страны от героев подмоги.
232|{c:04} * {c:d}Though evil wizard has been beat{a}you can't yet Lord Xeen defeat.|{c:04} * {c:d}Хоть и повержен волшебник был злой{a}С Ксином пока вам не выиграть бой.
233|{c:04} * {c:d}Advisor will a dig permit{a}five coins more you must submit.|{c:04} * {c:d}К раскопкам советник даёт разрешенье{a}Пять звонких монет все развеют сомненья.
234|{c:04} * {c:d}Taxman becomes a faithful vassal{a}Xeen's bane lies under castle.|{c:04} * {c:d}Дворецкий становится верным вассалом{a}Ксина погибель лежит под Ньюкаслом.
235|{c:04} * {c:d}In clouds above island tower{a}waits Lord Xeen his final hour.|{c:04} * {c:d}Высоко в облаках, что над башней морскою{a}Лорд Ксин ждёт суда от рук храбрых героев.
236|{c:04} * {c:d}Only the sword Xeen's life can take{a}All his plans of war unmake.|{c:04} * {c:d}Меч лишь один Ксина может сразить{a}планы войны все в ничто обратить.
237|{c:04} * {c:d}Armor Class +20 at Newcastle level 1,9,14.|{c:04} * {c:d}Класс защиты +20 в Ньюкасле, уровень 1,9,14.
238|{c:04} * {c:d}Newcastle, level 1,12,14 password "laboratory"|{c:04} * {c:d}Ньюкасл, уровень 1,12,14 пароль "лаборатория"
239|{c:04} * {c:d}Newcastle, level 1 "la"|{c:04} * {c:d}Ньюкасл, уровень 1 "ла"
240|{c:04} * {c:d}Newcastle, level 1 "bo"|{c:04} * {c:d}Ньюкасл, уровень 1 "бо"
241|{c:04} * {c:d}Newcastle, level 1 "ra"|{c:04} * {c:d}Ньюкасл, уровень 1 "ра"
242|{c:04} * {c:d}Newcastle, level 1 "to"|{c:04} * {c:d}Ньюкасл, уровень 2 "то"
243|{c:04} * {c:d}Newcastle, level 1 "ry"|{c:04} * {c:d}Ньюкасл, уровень 2 "рия"
244|{c:04} * {c:d}My first is in giant but not in defiant.|{c:04} * {c:d}Моя первая в огне, но никак не в колдуне.
245|{c:04} * {c:d}My second is in mole but not in mule.|{c:04} * {c:d}Моя вторая есть в горе, но не найдёшь её в игре.
246|{c:04} * {c:d}My third is in lich but not in stitch.|{c:04} * {c:d}Моя третья есть в дилемме, но никак не в диадеме.
247|{c:04} * {c:d}My fourth is in guard but not in Girard.|{c:04} * {c:d}Моя четвёртая в уме, но никак не в Грэхеме.
248|{c:04} * {c:d}My fifth is in XEEN but not in Queen.|{c:04} * {c:d}Моя пятая есть в КСИНЕ, но уж точно не в камине.
